decision_date,next_execution_date,incumbent_after,challenger_ticker,selected_action,reason_code,market_state
2024-09-23,2024-09-24,4763,8070,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-09-24,2024-09-25,4763,4979,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-09-25,2024-09-26,4763,2615,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-09-26,2024-09-27,4763,2615,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-09-27,2024-09-30,2615,2615,switch_to_challenger,margin_blocks_incumbent_weakened,strong_market
2024-09-30,2024-10-01,2615,2615,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2024-10-01,2024-10-04,2615,2615,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2024-10-04,2024-10-07,2615,3293,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-10-07,2024-10-08,4979,4979,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2024-10-08,2024-10-09,4979,4979,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-10-09,2024-10-11,4979,4979,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-10-11,2024-10-14,4979,3653,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-10-14,2024-10-15,3583,3583,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2024-10-15,2024-10-16,3583,3025,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-10-16,2024-10-17,3583,6442,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-10-17,2024-10-18,3583,2049,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-10-18,2024-10-21,3583,2330,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-10-21,2024-10-22,3013,3013,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2024-10-22,2024-10-23,3013,3013,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-10-23,2024-10-24,3013,3013,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-10-24,2024-10-25,3013,3013,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-10-25,2024-10-28,3013,3013,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-10-28,2024-10-29,3013,3013,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-10-29,2024-10-30,3013,3231,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-10-30,2024-11-01,3013,3013,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-11-01,2024-11-04,3013,3231,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-04,2024-11-05,3231,3231,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2024-11-05,2024-11-06,3231,3231,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-11-06,2024-11-07,3231,3231,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-11-07,2024-11-08,3231,2382,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-08,2024-11-11,3231,3450,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-11,2024-11-12,3231,2382,hold_incumbent,switch_gate_not_all_pass,weak_market
2024-11-12,2024-11-13,3231,3706,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-13,2024-11-14,3231,2382,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-14,2024-11-15,3231,3706,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-15,2024-11-18,3231,3706,hold_incumbent,switch_gate_not_all_pass,weak_market
2024-11-18,2024-11-19,3231,2603,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-19,2024-11-20,3231,2603,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-20,2024-11-21,3231,2603,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-21,2024-11-22,3231,2603,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-22,2024-11-25,3231,2609,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-25,2024-11-26,3231,2609,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-26,2024-11-27,3231,2609,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-11-27,2024-11-28,3231,2392,hold_incumbent,switch_gate_not_all_pass,weak_market
2024-11-28,2024-11-29,3231,2618,hold_incumbent,switch_gate_not_all_pass,weak_market
2024-11-29,2024-12-02,3231,3450,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-12-02,2024-12-03,3231,2618,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-12-03,2024-12-04,2618,2618,switch_to_challenger,margin_blocks_incumbent_weakened,strong_market
2024-12-04,2024-12-05,2618,2618,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2024-12-05,2024-12-06,2618,2618,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2024-12-06,2024-12-09,2618,2618,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2024-12-09,2024-12-10,2618,2618,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2024-12-10,2024-12-11,2618,2618,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2024-12-11,2024-12-12,2618,2618,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2024-12-12,2024-12-13,2618,2618,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2024-12-13,2024-12-16,2618,2609,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-16,2024-12-17,2891,2891,forced_replacement,invalid_or_weak_incumbent,strong_market
2024-12-17,2024-12-18,2891,3661,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-18,2024-12-19,2891,2368,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-19,2024-12-20,2891,2368,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-20,2024-12-23,2891,2368,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-23,2024-12-24,2891,2454,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-24,2024-12-25,2891,4991,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-25,2024-12-26,2891,3019,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-26,2024-12-27,2891,3019,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-27,2024-12-30,2891,6215,hold_incumbent,switch_gate_not_all_pass,strong_market
2024-12-30,2024-12-31,2891,4583,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2024-12-31,2025-01-02,2891,4583,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-01-02,2025-01-03,2891,2368,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-01-03,2025-01-06,2891,1597,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-01-06,2025-01-07,2891,6669,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-01-07,2025-01-08,2891,2454,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-01-08,2025-01-09,2891,2454,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-01-09,2025-01-10,2891,2454,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-01-10,2025-01-13,2454,2454,switch_to_challenger,margin_blocks_incumbent_weakened,ordinary_market
2025-01-13,2025-01-14,2454,6446,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-01-14,2025-01-15,2454,6446,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-01-15,2025-01-16,2454,6446,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-01-16,2025-01-17,2454,5269,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-01-17,2025-01-20,2454,5269,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-01-20,2025-01-21,6558,6558,forced_replacement,invalid_or_weak_incumbent,strong_market
2025-01-21,2025-01-22,6558,6558,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-01-22,2025-02-03,6558,6558,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2025-02-03,2025-02-04,3008,3008,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-02-04,2025-02-05,3008,3491,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-02-05,2025-02-06,3008,3491,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-02-06,2025-02-07,3008,3491,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-02-07,2025-02-10,3008,5269,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-10,2025-02-11,3008,3376,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-11,2025-02-12,3008,5269,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-12,2025-02-13,3008,6446,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-13,2025-02-14,3008,6446,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-14,2025-02-17,3008,2027,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-17,2025-02-18,3008,2027,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-18,2025-02-19,3008,2027,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-19,2025-02-20,3008,2027,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-20,2025-02-21,3008,3019,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-21,2025-02-24,3008,3019,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-24,2025-02-25,3008,8028,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-02-25,2025-02-26,3008,8028,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-02-26,2025-02-27,3008,8028,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-02-27,2025-03-03,3008,8028,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-03-03,2025-03-04,3008,2027,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-04,2025-03-05,2027,2027,switch_to_challenger,margin_blocks_incumbent_weakened,weak_market
2025-03-05,2025-03-06,2027,2027,hold_incumbent,valid_incumbent_no_better_challenger,weak_market
2025-03-06,2025-03-07,2027,4763,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-07,2025-03-10,2027,2027,hold_incumbent,valid_incumbent_no_better_challenger,weak_market
2025-03-10,2025-03-11,8096,8096,forced_replacement,invalid_or_weak_incumbent,weak_market
2025-03-11,2025-03-12,8096,2439,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-12,2025-03-13,8096,2609,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-13,2025-03-14,8096,2603,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-14,2025-03-17,8096,6206,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-17,2025-03-18,2059,2059,forced_replacement,invalid_or_weak_incumbent,weak_market
2025-03-18,2025-03-19,2059,2059,hold_incumbent,valid_incumbent_no_better_challenger,weak_market
2025-03-19,2025-03-20,2059,6227,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-20,2025-03-21,2059,6227,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-21,2025-03-24,2059,6227,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-24,2025-03-25,2059,6285,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-03-25,2025-03-26,2059,6285,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-03-26,2025-03-27,2059,2453,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-03-27,2025-03-28,6285,6285,switch_to_challenger,margin_blocks_incumbent_weakened,weak_market
2025-03-28,2025-03-31,6285,3034,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-03-31,2025-04-01,6285,2027,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-04-01,2025-04-02,6285,2027,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-04-02,2025-04-07,6285,2303,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-04-07,2025-04-08,6148,6148,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-04-08,2025-04-09,6148,2303,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-04-09,2025-04-10,6148,2303,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-04-10,2025-04-11,6148,4904,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-04-11,2025-04-14,6148,2303,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-04-14,2025-04-15,2412,2412,forced_replacement,invalid_or_weak_incumbent,weak_market
2025-04-15,2025-04-16,2412,2412,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-04-16,2025-04-17,2412,2412,hold_incumbent,valid_incumbent_no_better_challenger,weak_market
2025-04-17,2025-04-18,2412,2412,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-04-18,2025-04-21,2303,2303,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-04-21,2025-04-22,2412,2412,forced_replacement,invalid_or_weak_incumbent,weak_market
2025-04-22,2025-04-23,2412,2412,hold_incumbent,valid_incumbent_no_better_challenger,weak_market
2025-04-23,2025-04-24,2412,2474,hold_incumbent,switch_gate_not_all_pass,weak_market
2025-04-24,2025-04-25,2615,2615,forced_replacement,invalid_or_weak_incumbent,weak_market
2025-04-25,2025-04-28,6140,6140,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-04-28,2025-04-29,6140,3596,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-04-29,2025-04-30,6140,3147,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-04-30,2025-05-02,6140,3147,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-05-02,2025-05-05,6140,2891,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-05-05,2025-05-06,6669,6669,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-05-06,2025-05-07,6669,6669,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-05-07,2025-05-08,6669,4931,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-05-08,2025-05-09,6669,6669,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-05-09,2025-05-12,6669,2383,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-05-12,2025-05-13,6669,6669,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-05-13,2025-05-14,6669,2615,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-05-14,2025-05-15,6669,2382,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-05-15,2025-05-16,6669,6669,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-05-16,2025-05-19,6669,2615,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-05-19,2025-05-20,2615,2615,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-05-20,2025-05-21,2615,2615,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-05-21,2025-05-22,2615,2615,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-05-22,2025-05-23,2615,2615,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-05-23,2025-05-26,2615,2615,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-05-26,2025-05-27,2368,2368,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-05-27,2025-05-28,2368,2368,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-05-28,2025-05-29,2368,6213,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-05-29,2025-06-02,2368,6213,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-02,2025-06-03,1815,1815,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-06-03,2025-06-04,1815,1815,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-06-04,2025-06-05,1815,2059,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-06-05,2025-06-06,1815,1815,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2025-06-06,2025-06-09,1815,1815,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-06-09,2025-06-10,1815,1815,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-06-10,2025-06-11,1815,1815,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-06-11,2025-06-12,1815,5439,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-06-12,2025-06-13,1815,5439,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-06-13,2025-06-16,1815,3665,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-16,2025-06-17,2345,2345,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-06-17,2025-06-18,2345,3665,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-18,2025-06-19,2345,3665,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-19,2025-06-20,2345,3665,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-20,2025-06-23,2345,3665,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-23,2025-06-24,2345,1519,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-24,2025-06-25,1519,1519,switch_to_challenger,margin_blocks_incumbent_weakened,ordinary_market
2025-06-25,2025-06-26,1519,3665,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-26,2025-06-27,1519,2404,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-27,2025-06-30,1519,3665,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-06-30,2025-07-01,6223,6223,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-07-01,2025-07-02,6223,6274,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-07-02,2025-07-03,6223,2383,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-07-03,2025-07-04,6223,2383,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-07-04,2025-07-07,6223,2383,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-07-07,2025-07-08,3017,3017,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-07-08,2025-07-09,3017,3017,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-07-09,2025-07-10,3017,3017,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-07-10,2025-07-11,3017,6191,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-07-11,2025-07-14,3017,3017,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-07-14,2025-07-15,3017,4991,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-07-15,2025-07-16,3017,4991,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-07-16,2025-07-17,3017,3017,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-07-17,2025-07-18,3017,3017,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-07-18,2025-07-21,3017,1815,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-07-21,2025-07-22,1815,1815,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2025-07-22,2025-07-23,1815,1815,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2025-07-23,2025-07-24,1815,3706,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2025-07-24,2025-07-25,1815,3706,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-07-25,2025-07-28,1815,3706,hold_incumbent,switch_gate_not_all_pass,strong_market
2025-07-28,2025-07-29,8358,8358,forced_replacement,invalid_or_weak_incumbent,strong_market
2025-07-29,2025-07-30,8358,8358,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2025-07-30,2025-07-31,8358,8358,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2025-07-31,2025-08-01,8358,8358,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2025-08-01,2025-08-04,,,watch_only,no_valid_replacement,ordinary_market
2025-08-04,2025-08-05,,,watch_only,no_valid_replacement,strong_market
2025-08-05,2025-08-06,,,watch_only,no_valid_replacement,ordinary_market
2025-08-06,2025-08-07,,,watch_only,no_valid_replacement,ordinary_market
2025-08-07,2025-08-08,,,watch_only,no_valid_replacement,ordinary_market
2025-08-08,2025-08-11,,,watch_only,no_valid_replacement,ordinary_market
2025-08-11,2025-08-12,,,watch_only,no_valid_replacement,strong_market
2025-08-12,2025-08-13,,,watch_only,no_valid_replacement,strong_market
2025-08-13,2025-08-14,,,watch_only,no_valid_replacement,strong_market
2025-08-14,2025-08-15,,,watch_only,no_valid_replacement,strong_market
2025-08-15,2025-08-18,,,watch_only,no_valid_replacement,strong_market
2025-08-18,2025-08-19,,,watch_only,no_valid_replacement,strong_market
2025-08-19,2025-08-20,,,watch_only,no_valid_replacement,strong_market
2025-08-20,2025-08-21,,,watch_only,no_valid_replacement,ordinary_market
2025-08-21,2025-08-22,,,watch_only,no_valid_replacement,ordinary_market
2025-08-22,2025-08-25,,,watch_only,no_valid_replacement,strong_market
2025-08-25,2025-08-26,,,watch_only,no_valid_replacement,strong_market
2025-08-26,2025-08-27,,,watch_only,no_valid_replacement,strong_market
2025-08-27,2025-08-28,,,watch_only,no_valid_replacement,strong_market
2025-08-28,2025-08-29,,,watch_only,no_valid_replacement,strong_market
2025-08-29,2025-09-01,,,watch_only,no_valid_replacement,strong_market
2025-09-01,2025-09-02,,,watch_only,no_valid_replacement,strong_market
2025-09-02,2025-09-03,,,watch_only,no_valid_replacement,ordinary_market
2025-09-03,2025-09-04,,,watch_only,no_valid_replacement,strong_market
2025-09-04,2025-09-05,,,watch_only,no_valid_replacement,ordinary_market
2025-09-05,2025-09-08,,,watch_only,no_valid_replacement,strong_market
2025-09-08,2025-09-09,,,watch_only,no_valid_replacement,strong_market
2025-09-09,2025-09-10,,,watch_only,no_valid_replacement,strong_market
2025-09-10,2025-09-11,,,watch_only,no_valid_replacement,strong_market
2025-09-11,2025-09-12,,,watch_only,no_valid_replacement,strong_market
2025-09-12,2025-09-15,,,watch_only,no_valid_replacement,strong_market
2025-09-15,2025-09-16,,,watch_only,no_valid_replacement,strong_market
2025-09-16,2025-09-17,,,watch_only,no_valid_replacement,strong_market
2025-09-17,2025-09-18,,,watch_only,no_valid_replacement,strong_market
2025-09-18,2025-09-19,,,watch_only,no_valid_replacement,strong_market
2025-09-19,2025-09-22,,,watch_only,no_valid_replacement,ordinary_market
2025-09-22,2025-09-23,,,watch_only,no_valid_replacement,ordinary_market
2025-09-23,2025-09-24,,,watch_only,no_valid_replacement,ordinary_market
2025-09-24,2025-09-25,,,watch_only,no_valid_replacement,ordinary_market
2025-09-25,2025-09-26,,,watch_only,no_valid_replacement,ordinary_market
2025-09-26,2025-09-30,,,watch_only,no_valid_replacement,ordinary_market
2025-09-30,2025-10-01,,,watch_only,no_valid_replacement,ordinary_market
2025-10-01,2025-10-02,,,watch_only,no_valid_replacement,ordinary_market
2025-10-02,2025-10-03,,,watch_only,no_valid_replacement,ordinary_market
2025-10-03,2025-10-07,,,watch_only,no_valid_replacement,ordinary_market
2025-10-07,2025-10-08,,,watch_only,no_valid_replacement,strong_market
2025-10-08,2025-10-09,,,watch_only,no_valid_replacement,strong_market
2025-10-09,2025-10-13,,,watch_only,no_valid_replacement,strong_market
2025-10-13,2025-10-14,,,watch_only,no_valid_replacement,strong_market
2025-10-14,2025-10-15,,,watch_only,no_valid_replacement,strong_market
2025-10-15,2025-10-16,,,watch_only,no_valid_replacement,ordinary_market
2025-10-16,2025-10-17,,,watch_only,no_valid_replacement,strong_market
2025-10-17,2025-10-20,,,watch_only,no_valid_replacement,strong_market
2025-10-20,2025-10-21,,,watch_only,no_valid_replacement,strong_market
2025-10-21,2025-10-22,,,watch_only,no_valid_replacement,strong_market
2025-10-22,2025-10-23,,,watch_only,no_valid_replacement,strong_market
2025-10-23,2025-10-27,,,watch_only,no_valid_replacement,strong_market
2025-10-27,2025-10-28,,,watch_only,no_valid_replacement,strong_market
2025-10-28,2025-10-29,,,watch_only,no_valid_replacement,ordinary_market
2025-10-29,2025-10-30,,,watch_only,no_valid_replacement,ordinary_market
2025-10-30,2025-10-31,,,watch_only,no_valid_replacement,ordinary_market
2025-10-31,2025-11-03,,,watch_only,no_valid_replacement,ordinary_market
2025-11-03,2025-11-04,,,watch_only,no_valid_replacement,ordinary_market
2025-11-04,2025-11-05,,,watch_only,no_valid_replacement,strong_market
2025-11-05,2025-11-06,,,watch_only,no_valid_replacement,strong_market
2025-11-06,2025-11-07,,,watch_only,no_valid_replacement,ordinary_market
2025-11-07,2025-11-10,,,watch_only,no_valid_replacement,strong_market
2025-11-10,2025-11-11,,,watch_only,no_valid_replacement,ordinary_market
2025-11-11,2025-11-12,,,watch_only,no_valid_replacement,ordinary_market
2025-11-12,2025-11-13,,,watch_only,no_valid_replacement,strong_market
2025-11-13,2025-11-14,,,watch_only,no_valid_replacement,ordinary_market
2025-11-14,2025-11-17,,,watch_only,no_valid_replacement,ordinary_market
2025-11-17,2025-11-18,,,watch_only,no_valid_replacement,ordinary_market
2025-11-18,2025-11-19,,,watch_only,no_valid_replacement,ordinary_market
2025-11-19,2025-11-20,,,watch_only,no_valid_replacement,ordinary_market
2025-11-20,2025-11-21,,,watch_only,no_valid_replacement,ordinary_market
2025-11-21,2025-11-24,,,watch_only,no_valid_replacement,ordinary_market
2025-11-24,2025-11-25,,,watch_only,no_valid_replacement,weak_market
2025-11-25,2025-11-26,,,watch_only,no_valid_replacement,ordinary_market
2025-11-26,2025-11-27,,,watch_only,no_valid_replacement,ordinary_market
2025-11-27,2025-11-28,,,watch_only,no_valid_replacement,ordinary_market
2025-11-28,2025-12-01,,,watch_only,no_valid_replacement,ordinary_market
2025-12-01,2025-12-02,,,watch_only,no_valid_replacement,ordinary_market
2025-12-02,2025-12-03,,,watch_only,no_valid_replacement,ordinary_market
2025-12-03,2025-12-04,,,watch_only,no_valid_replacement,strong_market
2025-12-04,2025-12-05,,,watch_only,no_valid_replacement,strong_market
2025-12-05,2025-12-08,,,watch_only,no_valid_replacement,strong_market
2025-12-08,2025-12-09,,,watch_only,no_valid_replacement,strong_market
2025-12-09,2025-12-10,,,watch_only,no_valid_replacement,strong_market
2025-12-10,2025-12-11,,,watch_only,no_valid_replacement,ordinary_market
2025-12-11,2025-12-12,,,watch_only,no_valid_replacement,ordinary_market
2025-12-12,2025-12-15,,,watch_only,no_valid_replacement,ordinary_market
2025-12-15,2025-12-16,,,watch_only,no_valid_replacement,strong_market
2025-12-16,2025-12-17,,,watch_only,no_valid_replacement,ordinary_market
2025-12-17,2025-12-18,,,watch_only,no_valid_replacement,ordinary_market
2025-12-18,2025-12-19,,,watch_only,no_valid_replacement,ordinary_market
2025-12-19,2025-12-22,,,watch_only,no_valid_replacement,ordinary_market
2025-12-22,2025-12-23,,,watch_only,no_valid_replacement,strong_market
2025-12-23,2025-12-24,,,watch_only,no_valid_replacement,ordinary_market
2025-12-24,2025-12-26,,,watch_only,no_valid_replacement,ordinary_market
2025-12-26,2025-12-29,,,watch_only,no_valid_replacement,ordinary_market
2025-12-29,2025-12-30,,,watch_only,no_valid_replacement,strong_market
2025-12-30,2025-12-31,,,watch_only,no_valid_replacement,ordinary_market
2025-12-31,2026-01-02,,,watch_only,no_valid_replacement,ordinary_market
2026-01-02,2026-01-05,,,watch_only,no_valid_replacement,ordinary_market
2026-01-05,2026-01-06,,,watch_only,no_valid_replacement,ordinary_market
2026-01-06,2026-01-07,,,watch_only,no_valid_replacement,strong_market
2026-01-07,2026-01-08,,,watch_only,no_valid_replacement,ordinary_market
2026-01-08,2026-01-09,,,watch_only,no_valid_replacement,ordinary_market
2026-01-09,2026-01-12,,,watch_only,no_valid_replacement,ordinary_market
2026-01-12,2026-01-13,,,watch_only,no_valid_replacement,ordinary_market
