layer4_pool_role,layer4_pool_variant,pool_size_target,snapshot_date,selected_count,shortfall_count,is_layer4_primary_pool,reference_only,two_plus_opportunity_share,neutral_medium_high_share,high_exhaustion_or_breakdown_share,avg_traded_value_rank_20d,period,fallback_00631L_is_ordinary_stock_pool_member
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-06-09,100,0,False,True,0.95,1.0,0.16,150.5,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-06-16,100,0,False,True,0.91,1.0,0.16,155.69,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-06-21,100,0,False,True,0.96,1.0,0.17,153.14,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-06-30,100,0,False,True,0.94,1.0,0.11,171.71,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-07-07,100,0,False,True,0.91,1.0,0.04,158.16,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-07-14,100,0,False,True,0.99,1.0,0.08,132.52,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-07-21,100,0,False,True,0.98,1.0,0.07,133.41,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-07-28,100,0,False,True,0.98,1.0,0.07,139.87,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-08-04,100,0,False,True,1.0,1.0,0.08,122.01,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-08-11,100,0,False,True,0.87,1.0,0.1,161.98,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-08-18,100,0,False,True,0.94,1.0,0.17,147.63,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-08-25,100,0,False,True,0.99,1.0,0.09,124.96,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-09-01,100,0,False,True,1.0,1.0,0.05,120.53,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-09-08,100,0,False,True,1.0,1.0,0.09,111.08,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-09-15,100,0,False,True,0.92,1.0,0.24,148.36,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-09-22,100,0,False,True,1.0,1.0,0.04,137.3,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-09-28,100,0,False,True,1.0,1.0,0.02,129.29,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-10-06,100,0,False,True,0.93,1.0,0.17,146.14,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-10-13,100,0,False,True,0.95,1.0,0.1,147.74,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-10-20,100,0,False,True,0.99,1.0,0.12,143.84,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-10-27,100,0,False,True,0.99,1.0,0.04,151.0,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-11-03,100,0,False,True,0.99,1.0,0.1,139.01,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-11-10,100,0,False,True,1.0,1.0,0.02,160.4,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-11-17,100,0,False,True,0.99,1.0,0.09,138.71,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-11-24,100,0,False,True,0.95,1.0,0.09,135.63,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-12-01,100,0,False,True,0.97,1.0,0.19,134.34,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-12-08,100,0,False,True,0.97,1.0,0.17,138.68,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-12-15,100,0,False,True,0.94,1.0,0.11,146.67,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-12-22,100,0,False,True,0.94,1.0,0.12,143.12,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2023-12-29,100,0,False,True,0.98,1.0,0.12,154.0,P2,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-01-05,100,0,False,True,0.97,1.0,0.06,159.12,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-01-12,100,0,False,True,1.0,1.0,0.05,135.67,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-01-19,100,0,False,True,0.99,1.0,0.05,139.92,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-01-26,100,0,False,True,1.0,1.0,0.05,133.65,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-02-02,100,0,False,True,0.99,1.0,0.05,129.58,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-02-05,100,0,False,True,1.0,1.0,0.03,128.29,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-02-16,100,0,False,True,1.0,1.0,0.06,126.74,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-02-23,100,0,False,True,1.0,1.0,0.04,129.18,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-03-01,100,0,False,True,1.0,1.0,0.03,129.03,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-03-08,100,0,False,True,1.0,1.0,0.05,127.53,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-03-15,100,0,False,True,1.0,1.0,0.08,126.59,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-03-22,100,0,False,True,1.0,1.0,0.04,126.8,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-03-29,100,0,False,True,1.0,1.0,0.04,121.3,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-04-03,100,0,False,True,1.0,1.0,0.04,123.22,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-04-12,100,0,False,True,0.99,1.0,0.01,141.94,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-04-19,100,0,False,True,0.99,1.0,0.04,150.21,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-04-26,100,0,False,True,0.88,1.0,0.03,162.42,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-05-03,100,0,False,True,0.98,1.0,0.03,140.67,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-05-10,100,0,False,True,0.98,1.0,0.01,120.9,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-05-17,100,0,False,True,1.0,1.0,0.06,140.95,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-05-24,100,0,False,True,1.0,1.0,0.11,127.13,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-05-31,100,0,False,True,1.0,1.0,0.05,130.77,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-06-07,100,0,False,True,0.98,1.0,0.05,140.88,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-06-14,100,0,False,True,1.0,1.0,0.01,128.06,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-06-21,100,0,False,True,0.99,1.0,0.05,128.08,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-06-28,100,0,False,True,1.0,1.0,0.02,132.63,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-07-05,100,0,False,True,0.99,1.0,0.02,123.28,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-07-12,100,0,False,True,0.98,1.0,0.03,138.1,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-07-19,100,0,False,True,1.0,1.0,0.05,132.29,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-07-26,100,0,False,True,1.0,1.0,0.05,132.68,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-08-02,100,0,False,True,1.0,1.0,0.04,134.89,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-08-09,100,0,False,True,0.99,1.0,0.11,122.73,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-08-16,100,0,False,True,1.0,1.0,0.15,116.33,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-08-23,100,0,False,True,0.94,1.0,0.15,119.52,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-08-30,100,0,False,True,0.9,1.0,0.23,122.61,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-09-06,100,0,False,True,0.98,1.0,0.15,116.32,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-09-13,100,0,False,True,0.87,1.0,0.14,127.45,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-09-20,100,0,False,True,1.0,1.0,0.03,132.55,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-09-27,100,0,False,True,1.0,1.0,0.02,135.36,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-10-04,100,0,False,True,1.0,1.0,0.03,122.49,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-10-11,100,0,False,True,1.0,1.0,0.12,130.94,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-10-18,100,0,False,True,1.0,1.0,0.07,131.02,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-10-25,100,0,False,True,1.0,1.0,0.03,120.56,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-11-01,100,0,False,True,1.0,1.0,0.02,123.38,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-11-08,100,0,False,True,1.0,1.0,0.06,108.12,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-11-15,100,0,False,True,1.0,1.0,0.02,124.92,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-11-22,100,0,False,True,1.0,1.0,0.0,127.41,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-11-29,100,0,False,True,1.0,1.0,0.03,128.45,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-12-06,100,0,False,True,1.0,1.0,0.05,114.42,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-12-13,100,0,False,True,1.0,1.0,0.04,137.59,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-12-20,100,0,False,True,1.0,1.0,0.08,122.11,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2024-12-27,100,0,False,True,1.0,1.0,0.03,121.61,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-01-03,100,0,False,True,1.0,1.0,0.03,124.44,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-01-10,100,0,False,True,1.0,1.0,0.05,117.15,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-01-17,100,0,False,True,1.0,1.0,0.02,120.48,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-01-22,100,0,False,True,1.0,1.0,0.04,120.38,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-02-07,100,0,False,True,1.0,1.0,0.01,154.15,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-02-14,100,0,False,True,0.99,1.0,0.06,140.52,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-02-21,100,0,False,True,0.96,1.0,0.13,142.49,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-02-27,100,0,False,True,0.94,1.0,0.06,150.35,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-03-07,100,0,False,True,0.99,1.0,0.09,138.4,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-03-14,100,0,False,True,0.98,1.0,0.15,143.02,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-03-21,100,0,False,True,0.97,1.0,0.1,145.01,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-03-28,100,0,False,True,1.0,1.0,0.08,153.0,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-04-02,100,0,False,True,0.97,1.0,0.05,156.93,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-04-11,100,0,False,True,1.0,1.0,0.12,135.24,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-04-18,100,0,False,True,1.0,1.0,0.06,116.04,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-04-25,100,0,False,True,1.0,1.0,0.12,113.39,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-05-02,100,0,False,True,0.95,1.0,0.18,122.88,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-05-09,100,0,False,True,0.95,1.0,0.22,116.97,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-05-16,100,0,False,True,0.98,1.0,0.22,110.16,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-05-23,100,0,False,True,1.0,1.0,0.05,129.12,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-05-29,100,0,False,True,1.0,1.0,0.05,131.81,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-06-06,100,0,False,True,1.0,1.0,0.09,114.91,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-06-13,100,0,False,True,1.0,1.0,0.05,117.21,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-06-20,100,0,False,True,1.0,1.0,0.0,108.65,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-06-27,100,0,False,True,1.0,1.0,0.01,106.58,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-07-04,100,0,False,True,1.0,1.0,0.0,113.74,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-07-11,100,0,False,True,1.0,1.0,0.12,109.98,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-07-18,100,0,False,True,0.99,1.0,0.13,127.14,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-07-25,100,0,False,True,1.0,1.0,0.14,114.01,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-08-01,100,0,False,True,1.0,1.0,0.03,141.83,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-08-08,100,0,False,True,1.0,1.0,0.09,94.63,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-08-15,100,0,False,True,1.0,1.0,0.1,98.03,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-08-22,100,0,False,True,0.92,1.0,0.21,130.08,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-08-29,100,0,False,True,0.88,1.0,0.24,112.04,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-09-05,100,0,False,True,0.82,1.0,0.2,132.43,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-09-12,100,0,False,True,0.95,1.0,0.16,111.99,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-09-19,100,0,False,True,0.97,1.0,0.09,118.72,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-09-26,100,0,False,True,1.0,1.0,0.11,131.21,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-10-03,100,0,False,True,1.0,1.0,0.13,117.33,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-10-09,100,0,False,True,1.0,1.0,0.07,114.34,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-10-17,100,0,False,True,1.0,1.0,0.03,123.67,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-10-23,100,0,False,True,1.0,1.0,0.02,132.56,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-10-31,100,0,False,True,1.0,1.0,0.14,115.95,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-11-07,100,0,False,True,1.0,1.0,0.04,125.72,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-11-14,100,0,False,True,1.0,1.0,0.08,125.04,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-11-21,100,0,False,True,1.0,1.0,0.02,129.16,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-11-28,100,0,False,True,0.98,1.0,0.1,107.78,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-12-05,100,0,False,True,1.0,1.0,0.08,107.16,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-12-12,100,0,False,True,0.99,1.0,0.08,112.16,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-12-19,100,0,False,True,1.0,1.0,0.11,123.35,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2025-12-26,100,0,False,True,1.0,1.0,0.14,101.3,P2|2024_latest,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-01-02,100,0,False,True,1.0,1.0,0.06,110.3,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-01-09,100,0,False,True,1.0,1.0,0.05,112.51,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-01-16,100,0,False,True,1.0,1.0,0.07,115.28,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-01-23,100,0,False,True,1.0,1.0,0.05,123.05,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-01-30,100,0,False,True,1.0,1.0,0.07,123.36,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-02-06,100,0,False,True,1.0,1.0,0.06,127.55,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-02-11,100,0,False,True,0.96,1.0,0.11,139.04,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-02-26,100,0,False,True,0.99,1.0,0.1,114.44,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-03-06,100,0,False,True,0.97,1.0,0.22,116.5,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-03-13,100,0,False,True,0.93,1.0,0.18,111.81,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-03-20,100,0,False,True,0.82,1.0,0.16,131.03,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-03-27,100,0,False,True,0.87,1.0,0.25,124.71,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-04-02,100,0,False,True,0.94,1.0,0.19,111.82,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-04-10,100,0,False,True,0.82,1.0,0.09,135.38,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-04-17,100,0,False,True,0.9,1.0,0.09,135.77,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-04-24,100,0,False,True,0.93,1.0,0.13,135.13,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-04-30,100,0,False,True,0.98,1.0,0.16,123.67,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-05-08,100,0,False,True,1.0,1.0,0.15,115.06,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-05-15,100,0,False,True,1.0,1.0,0.18,108.06,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-05-22,100,0,False,True,0.99,1.0,0.19,110.9,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-05-29,100,0,False,True,0.95,1.0,0.17,104.19,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-06-05,100,0,False,True,1.0,1.0,0.13,132.07,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-06-12,100,0,False,True,1.0,1.0,0.07,113.28,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-06-18,100,0,False,True,1.0,1.0,0.16,96.23,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-06-26,100,0,False,True,0.99,1.0,0.02,126.59,P2|2024_latest|2026YTD,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2026-06-29,100,0,False,True,1.0,1.0,0.09,114.16,P2|2024_latest|2026YTD,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-01-09,31,0,False,True,0.41935483870967744,1.0,1.0,16.322580645161292,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-01-16,31,0,False,True,1.0,1.0,1.0,16.161290322580644,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-01-23,31,0,False,True,1.0,1.0,1.0,34.774193548387096,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-01-30,31,0,False,True,1.0,1.0,1.0,66.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-02-06,31,0,False,True,1.0,1.0,0.0,52.483870967741936,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-02-13,31,0,False,True,1.0,1.0,0.0,60.806451612903224,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-02-26,31,0,False,True,1.0,1.0,0.0,58.935483870967744,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-03-06,31,0,False,True,1.0,1.0,0.0,70.3225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-03-13,31,0,False,True,1.0,1.0,0.0,77.80645161290323,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-03-20,31,0,False,True,1.0,1.0,0.0,67.70967741935483,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-03-27,31,0,False,True,1.0,1.0,0.0,87.51612903225806,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-04-02,31,0,False,True,1.0,1.0,0.0,73.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-04-10,31,0,False,True,1.0,1.0,0.0,65.3225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-04-17,31,0,False,True,1.0,1.0,0.0,62.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-04-24,31,0,False,True,1.0,1.0,0.0,93.90322580645162,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-04-30,31,0,False,True,1.0,1.0,0.0,85.61290322580645,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-05-08,31,0,False,True,1.0,1.0,0.0,62.41935483870968,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-05-15,31,0,False,True,1.0,1.0,0.0,79.7741935483871,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-05-22,31,0,False,True,1.0,1.0,0.0,61.25806451612903,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-05-29,31,0,False,True,1.0,1.0,0.0,68.12903225806451,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2015-06-05,31,0,False,True,1.0,1.0,0.0,76.51612903225806,P1,False
